fn_5_0 = .text:0x00000000; // type:function size:0xA4
lbl_5_data_8E2F0 = .data:0x0008E2F0; // type:object size:0x24
lbl_5_data_8E314 = .data:0x0008E314; // type:object size:0x38
lbl_5_data_8E34C = .data:0x0008E34C; // type:object size:0x408
lbl_5_data_8E754 = .data:0x0008E754; // type:object size:0x408
lbl_5_data_8EB5C = .data:0x0008EB5C; // type:object size:0x3F0
lbl_5_data_8EF4C = .data:0x0008EF4C; // type:object size:0x40
lbl_5_data_8EF8C = .data:0x0008EF8C; // type:object size:0x50
lbl_5_data_8EFDC = .data:0x0008EFDC; // type:object size:0x8
lbl_5_data_8EFE4 = .data:0x0008EFE4; // type:object size:0x8
lbl_5_data_8EFEC = .data:0x0008EFEC; // type:object size:0x8
lbl_5_data_8EFF4 = .data:0x0008EFF4; // type:object size:0xC
lbl_5_data_8F000 = .data:0x0008F000; // type:object size:0x140
lbl_5_data_8F140 = .data:0x0008F140; // type:object size:0x160
lbl_5_data_8F2A0 = .data:0x0008F2A0; // type:object size:0x20
lbl_5_data_8F2C0 = .data:0x0008F2C0; // type:object size:0x40
lbl_5_data_8F300 = .data:0x0008F300; // type:object size:0x140
lbl_5_data_8F440 = .data:0x0008F440; // type:object size:0x50
lbl_5_data_8F490 = .data:0x0008F490; // type:object size:0x24
lbl_5_data_8F4B4 = .data:0x0008F4B4; // type:object size:0x38 data:4byte
lbl_5_data_8F4EC = .data:0x0008F4EC; // type:object size:0x14
lbl_5_data_8F500 = .data:0x0008F500; // type:object size:0x30
lbl_5_data_8F530 = .data:0x0008F530; // type:object size:0x18
lbl_5_data_8F548 = .data:0x0008F548; // type:object size:0x60
lbl_5_data_8F5A8 = .data:0x0008F5A8; // type:object size:0x60
lbl_5_data_8F608 = .data:0x0008F608; // type:object size:0x28
lbl_5_data_8F630 = .data:0x0008F630; // type:object size:0x38 data:4byte
lbl_5_data_8F668 = .data:0x0008F668; // type:object size:0x4 align:4 data:float
lbl_5_data_8F66C = .data:0x0008F66C; // type:object size:0x4 align:4 data:float
lbl_5_data_8F670 = .data:0x0008F670; // type:object size:0x4 align:4 data:float
lbl_5_data_8F674 = .data:0x0008F674; // type:object size:0x4 align:4 data:float
lbl_5_data_8F678 = .data:0x0008F678; // type:object size:0x4 align:4 data:float
lbl_5_data_8F67C = .data:0x0008F67C; // type:object size:0x4 align:4 data:float
lbl_5_data_8F680 = .data:0x0008F680; // type:object size:0x4 align:4 data:float
lbl_5_data_8F684 = .data:0x0008F684; // type:object size:0x4 align:4 data:float
lbl_5_data_8F688 = .data:0x0008F688; // type:object size:0x4 align:4 data:float
lbl_5_data_8F68C = .data:0x0008F68C; // type:object size:0x4 align:4 data:float
lbl_5_data_8F690 = .data:0x0008F690; // type:object size:0x4 align:4 data:float
lbl_5_data_8F694 = .data:0x0008F694; // type:object size:0x4 align:4 data:float
lbl_5_data_8F698 = .data:0x0008F698; // type:object size:0x8
lbl_5_data_8F6A0 = .data:0x0008F6A0; // type:object size:0x30 data:4byte
lbl_5_data_8F6D0 = .data:0x0008F6D0; // type:object size:0x30
lbl_5_data_8F700 = .data:0x0008F700; // type:object size:0x4 align:4 data:float
lbl_5_data_8F704 = .data:0x0008F704; // type:object size:0x4 align:4 data:float
jumptable_5_data_8F708 = .data:0x0008F708; // type:object size:0x44 scope:local
lbl_5_data_8F750 = .data:0x0008F750; // type:object size:0x54
lbl_5_data_8F7A4 = .data:0x0008F7A4; // type:object size:0x6C
lbl_5_data_8F810 = .data:0x0008F810; // type:object size:0x18
lbl_5_data_8F828 = .data:0x0008F828; // type:object size:0x9C
lbl_5_data_8F8C4 = .data:0x0008F8C4; // type:object size:0xB4
lbl_5_data_8F978 = .data:0x0008F978; // type:object size:0x18
lbl_5_data_8F990 = .data:0x0008F990; // type:object size:0x44
lbl_5_data_8F9D4 = .data:0x0008F9D4; // type:object size:0xCC
lbl_5_data_8FAA0 = .data:0x0008FAA0; // type:object size:0x18
lbl_5_data_8FAB8 = .data:0x0008FAB8; // type:object size:0x68
lbl_5_data_8FB20 = .data:0x0008FB20; // type:object size:0x15C
lbl_5_data_8FC7C = .data:0x0008FC7C; // type:object size:0x18
lbl_5_data_8FC94 = .data:0x0008FC94; // type:object size:0x14
lbl_5_data_8FCA8 = .data:0x0008FCA8; // type:object size:0xD data:string
lbl_5_data_8FCB8 = .data:0x0008FCB8; // type:object size:0x7 data:string
lbl_5_data_8FCC0 = .data:0x0008FCC0; // type:object size:0x7 data:string
lbl_5_data_8FCC8 = .data:0x0008FCC8; // type:object size:0x9 data:string
lbl_5_data_8FCD4 = .data:0x0008FCD4; // type:object size:0x24
lbl_5_data_8FCF8 = .data:0x0008FCF8; // type:object size:0x8
lbl_5_data_8FD00 = .data:0x0008FD00; // type:object size:0x234
lbl_5_data_8FF34 = .data:0x0008FF34; // type:object size:0x33C
lbl_5_data_90270 = .data:0x00090270; // type:object size:0x18
lbl_5_data_90288 = .data:0x00090288; // type:object size:0x14C
lbl_5_data_903D4 = .data:0x000903D4; // type:object size:0x1EC
lbl_5_data_905C0 = .data:0x000905C0; // type:object size:0x18
lbl_5_data_905D8 = .data:0x000905D8; // type:object size:0x14C
lbl_5_data_90724 = .data:0x00090724; // type:object size:0x1EC
lbl_5_data_90910 = .data:0x00090910; // type:object size:0x18
lbl_5_data_90928 = .data:0x00090928; // type:object size:0x50
lbl_5_data_90978 = .data:0x00090978; // type:object size:0x24
lbl_5_data_9099C = .data:0x0009099C; // type:object size:0x90
lbl_5_data_90A2C = .data:0x00090A2C; // type:object size:0x90
lbl_5_data_90ABC = .data:0x00090ABC; // type:object size:0xC0
lbl_5_data_90B7C = .data:0x00090B7C; // type:object size:0x9 data:string
lbl_5_data_90B88 = .data:0x00090B88; // type:object size:0x7 data:string
lbl_5_data_90B90 = .data:0x00090B90; // type:object size:0x9 data:string
lbl_5_data_90B9C = .data:0x00090B9C; // type:object size:0x12 data:string
lbl_5_data_90BB0 = .data:0x00090BB0; // type:object size:0x7 data:string
lbl_5_data_90BB8 = .data:0x00090BB8; // type:object size:0xC
lbl_5_data_90BC4 = .data:0x00090BC4; // type:object size:0x8
lbl_5_data_90BCC = .data:0x00090BCC; // type:object size:0x12C
lbl_5_data_90CF8 = .data:0x00090CF8; // type:object size:0xFC
lbl_5_data_90DF4 = .data:0x00090DF4; // type:object size:0x18
lbl_5_data_90E0C = .data:0x00090E0C; // type:object size:0x248
lbl_5_data_91054 = .data:0x00091054; // type:object size:0x30C
lbl_5_data_91360 = .data:0x00091360; // type:object size:0x18
lbl_5_data_91378 = .data:0x00091378; // type:object size:0x2CC
lbl_5_data_91644 = .data:0x00091644; // type:object size:0x2AC
lbl_5_data_918F0 = .data:0x000918F0; // type:object size:0x18
lbl_5_data_91908 = .data:0x00091908; // type:object size:0x30
lbl_5_data_91938 = .data:0x00091938; // type:object size:0x9 data:string
lbl_5_data_91944 = .data:0x00091944; // type:object size:0x7 data:string
lbl_5_data_9194C = .data:0x0009194C; // type:object size:0x1D data:string
lbl_5_data_9196C = .data:0x0009196C; // type:object size:0x23 data:string
lbl_5_data_91990 = .data:0x00091990; // type:object size:0x5 data:string
lbl_5_data_91998 = .data:0x00091998; // type:object size:0xC
lbl_5_data_919A4 = .data:0x000919A4; // type:object size:0x8
lbl_5_data_919AC = .data:0x000919AC; // type:object size:0x7 data:string
lbl_5_data_919B4 = .data:0x000919B4; // type:object size:0x11 data:string
lbl_5_data_919C8 = .data:0x000919C8; // type:object size:0x7 data:string
lbl_5_data_919D0 = .data:0x000919D0; // type:object size:0xC
lbl_5_data_919DC = .data:0x000919DC; // type:object size:0x8
lbl_5_data_919E4 = .data:0x000919E4; // type:object size:0xA8
lbl_5_data_91A8C = .data:0x00091A8C; // type:object size:0xDC
lbl_5_data_91B68 = .data:0x00091B68; // type:object size:0x18
lbl_5_data_91B80 = .data:0x00091B80; // type:object size:0x38
lbl_5_data_91BB8 = .data:0x00091BB8; // type:object size:0x50
lbl_5_data_91C08 = .data:0x00091C08; // type:object size:0x84
lbl_5_data_91C8C = .data:0x00091C8C; // type:object size:0x18
lbl_5_data_91CA4 = .data:0x00091CA4; // type:object size:0x38
lbl_5_data_91CDC = .data:0x00091CDC; // type:object size:0x30
lbl_5_data_91D0C = .data:0x00091D0C; // type:object size:0x9 data:string
lbl_5_data_91D18 = .data:0x00091D18; // type:object size:0x7 data:string
lbl_5_data_91D20 = .data:0x00091D20; // type:object size:0x14 data:string
lbl_5_data_91D38 = .data:0x00091D38; // type:object size:0x154
lbl_5_data_91E8C = .data:0x00091E8C; // type:object size:0xFC
lbl_5_data_91F88 = .data:0x00091F88; // type:object size:0x18
lbl_5_data_91FA0 = .data:0x00091FA0; // type:object size:0xC8
lbl_5_data_92068 = .data:0x00092068; // type:object size:0x18C
lbl_5_data_921F4 = .data:0x000921F4; // type:object size:0x18
lbl_5_data_9220C = .data:0x0009220C; // type:object size:0x7 data:string
lbl_5_data_92214 = .data:0x00092214; // type:object size:0xC
lbl_5_data_92220 = .data:0x00092220; // type:object size:0x8
lbl_5_data_92228 = .data:0x00092228; // type:object size:0x30
lbl_5_data_92258 = .data:0x00092258; // type:object size:0x9 data:string
lbl_5_data_92264 = .data:0x00092264; // type:object size:0x7 data:string
lbl_5_data_9226C = .data:0x0009226C; // type:object size:0x13 data:string
lbl_5_data_92280 = .data:0x00092280; // type:object size:0x7 data:string
lbl_5_data_92288 = .data:0x00092288; // type:object size:0xC
lbl_5_data_92294 = .data:0x00092294; // type:object size:0x8
lbl_5_data_9229C = .data:0x0009229C; // type:object size:0x17 data:string
lbl_5_data_922B4 = .data:0x000922B4; // type:object size:0x14
lbl_5_data_922C8 = .data:0x000922C8; // type:object size:0x20 data:4byte
lbl_5_data_922E8 = .data:0x000922E8; // type:object size:0x7 data:string
lbl_5_data_922F0 = .data:0x000922F0; // type:object size:0x13 data:string
lbl_5_data_92308 = .data:0x00092308; // type:object size:0x9 data:string
lbl_5_data_92314 = .data:0x00092314; // type:object size:0xC
lbl_5_data_92320 = .data:0x00092320; // type:object size:0x8
lbl_5_data_92328 = .data:0x00092328; // type:object size:0x22C
lbl_5_data_92554 = .data:0x00092554; // type:object size:0x30C
lbl_5_data_92860 = .data:0x00092860; // type:object size:0x18
lbl_5_data_92878 = .data:0x00092878; // type:object size:0x67C
lbl_5_data_92EF4 = .data:0x00092EF4; // type:object size:0xA5C
lbl_5_data_93950 = .data:0x00093950; // type:object size:0x18
lbl_5_data_93968 = .data:0x00093968; // type:object size:0xE8
lbl_5_data_93A50 = .data:0x00093A50; // type:object size:0x30C
lbl_5_data_93D5C = .data:0x00093D5C; // type:object size:0x18
lbl_5_data_93D74 = .data:0x00093D74; // type:object size:0x484
lbl_5_data_941F8 = .data:0x000941F8; // type:object size:0x24
lbl_5_data_9421C = .data:0x0009421C; // type:object size:0x5 data:string
lbl_5_data_94224 = .data:0x00094224; // type:object size:0xC data:4byte
jumptable_5_data_94230 = .data:0x00094230; // type:object size:0x28 scope:local
lbl_5_data_94258 = .data:0x00094258; // type:object size:0x9 data:string
lbl_5_data_94264 = .data:0x00094264; // type:object size:0x7 data:string
lbl_5_data_94270 = .data:0x00094270; // type:object size:0x9 data:string
lbl_5_data_9427C = .data:0x0009427C; // type:object size:0x6 data:string
lbl_5_data_94284 = .data:0x00094284; // type:object size:0xC data:string
lbl_5_data_94290 = .data:0x00094290; // type:object size:0xA data:string
lbl_5_data_9429C = .data:0x0009429C; // type:object size:0x30
lbl_5_data_942CC = .data:0x000942CC; // type:object size:0x8
lbl_5_data_942D4 = .data:0x000942D4; // type:object size:0x7 data:string
lbl_5_data_942DC = .data:0x000942DC; // type:object size:0xA data:string
lbl_5_data_942E8 = .data:0x000942E8; // type:object size:0x3C
lbl_5_data_94324 = .data:0x00094324; // type:object size:0x8
lbl_5_data_9432C = .data:0x0009432C; // type:object size:0x2CC
lbl_5_data_945F8 = .data:0x000945F8; // type:object size:0x354
lbl_5_data_9494C = .data:0x0009494C; // type:object size:0x18
lbl_5_data_94964 = .data:0x00094964; // type:object size:0x38
lbl_5_data_9499C = .data:0x0009499C; // type:object size:0x4F0
lbl_5_data_94E8C = .data:0x00094E8C; // type:object size:0x51C
lbl_5_data_953A8 = .data:0x000953A8; // type:object size:0x18
lbl_5_data_953C0 = .data:0x000953C0; // type:object size:0x38
lbl_5_data_953F8 = .data:0x000953F8; // type:object size:0x2D0
lbl_5_data_956C8 = .data:0x000956C8; // type:object size:0x3FC
lbl_5_data_95AC4 = .data:0x00095AC4; // type:object size:0x18
lbl_5_data_95ADC = .data:0x00095ADC; // type:object size:0x38
lbl_5_data_95B14 = .data:0x00095B14; // type:object size:0x38
lbl_5_data_95B4C = .data:0x00095B4C; // type:object size:0x504
lbl_5_data_96050 = .data:0x00096050; // type:object size:0x534
lbl_5_data_96584 = .data:0x00096584; // type:object size:0x18
lbl_5_data_9659C = .data:0x0009659C; // type:object size:0x38
lbl_5_data_965D4 = .data:0x000965D4; // type:object size:0x1B4
lbl_5_data_96788 = .data:0x00096788; // type:object size:0x264
lbl_5_data_969EC = .data:0x000969EC; // type:object size:0x18
lbl_5_data_96A04 = .data:0x00096A04; // type:object size:0x38
lbl_5_data_96A3C = .data:0x00096A3C; // type:object size:0x3A4
lbl_5_data_96DE0 = .data:0x00096DE0; // type:object size:0x4D4
lbl_5_data_972B4 = .data:0x000972B4; // type:object size:0x18
lbl_5_data_972CC = .data:0x000972CC; // type:object size:0x38
lbl_5_data_97304 = .data:0x00097304; // type:object size:0x2D0
lbl_5_data_975D4 = .data:0x000975D4; // type:object size:0x3FC
lbl_5_data_979D0 = .data:0x000979D0; // type:object size:0x18
lbl_5_data_979E8 = .data:0x000979E8; // type:object size:0x38
lbl_5_data_97A20 = .data:0x00097A20; // type:object size:0x38
lbl_5_data_97A58 = .data:0x00097A58; // type:object size:0xCC
lbl_5_data_97B24 = .data:0x00097B24; // type:object size:0x12C
lbl_5_data_97C50 = .data:0x00097C50; // type:object size:0x18
lbl_5_data_97C68 = .data:0x00097C68; // type:object size:0x38
lbl_5_data_97CA0 = .data:0x00097CA0; // type:object size:0x13C
lbl_5_data_97DDC = .data:0x00097DDC; // type:object size:0x1D4
lbl_5_data_97FB0 = .data:0x00097FB0; // type:object size:0x18
lbl_5_data_97FC8 = .data:0x00097FC8; // type:object size:0x38
lbl_5_data_98000 = .data:0x00098000; // type:object size:0x148
lbl_5_data_98148 = .data:0x00098148; // type:object size:0x1D4
lbl_5_data_9831C = .data:0x0009831C; // type:object size:0x18
lbl_5_data_98334 = .data:0x00098334; // type:object size:0x38
lbl_5_data_9836C = .data:0x0009836C; // type:object size:0xCC
lbl_5_data_98438 = .data:0x00098438; // type:object size:0x12C
lbl_5_data_98564 = .data:0x00098564; // type:object size:0x18
lbl_5_data_9857C = .data:0x0009857C; // type:object size:0x38
lbl_5_data_985B4 = .data:0x000985B4; // type:object size:0x2C4
lbl_5_data_98878 = .data:0x00098878; // type:object size:0x42C
lbl_5_data_98CA4 = .data:0x00098CA4; // type:object size:0x18
lbl_5_data_98CBC = .data:0x00098CBC; // type:object size:0x38
lbl_5_data_98CF4 = .data:0x00098CF4; // type:object size:0x74
lbl_5_data_98D68 = .data:0x00098D68; // type:object size:0x9C
lbl_5_data_98E04 = .data:0x00098E04; // type:object size:0x18
lbl_5_data_98E1C = .data:0x00098E1C; // type:object size:0x38
lbl_5_data_98E54 = .data:0x00098E54; // type:object size:0x74
lbl_5_data_98EC8 = .data:0x00098EC8; // type:object size:0x9C
lbl_5_data_98F64 = .data:0x00098F64; // type:object size:0x18
lbl_5_data_98F7C = .data:0x00098F7C; // type:object size:0x38
lbl_5_data_98FB4 = .data:0x00098FB4; // type:object size:0x2C4
lbl_5_data_99278 = .data:0x00099278; // type:object size:0x42C
lbl_5_data_996A4 = .data:0x000996A4; // type:object size:0x18
lbl_5_data_996BC = .data:0x000996BC; // type:object size:0x38
lbl_5_data_996F4 = .data:0x000996F4; // type:object size:0x84
lbl_5_data_99778 = .data:0x00099778; // type:object size:0x12C
lbl_5_data_998A4 = .data:0x000998A4; // type:object size:0x18
lbl_5_data_998BC = .data:0x000998BC; // type:object size:0x38
lbl_5_data_998F4 = .data:0x000998F4; // type:object size:0x1A0
lbl_5_data_99A94 = .data:0x00099A94; // type:object size:0x1EC
lbl_5_data_99C80 = .data:0x00099C80; // type:object size:0x18
lbl_5_data_99C98 = .data:0x00099C98; // type:object size:0x38
lbl_5_data_99CD0 = .data:0x00099CD0; // type:object size:0x37C
lbl_5_data_9A04C = .data:0x0009A04C; // type:object size:0x414
lbl_5_data_9A460 = .data:0x0009A460; // type:object size:0x18
lbl_5_data_9A478 = .data:0x0009A478; // type:object size:0x38
lbl_5_data_9A4B0 = .data:0x0009A4B0; // type:object size:0xCC
lbl_5_data_9A57C = .data:0x0009A57C; // type:object size:0x12C
lbl_5_data_9A6A8 = .data:0x0009A6A8; // type:object size:0x18
lbl_5_data_9A6C0 = .data:0x0009A6C0; // type:object size:0x38
lbl_5_data_9A6F8 = .data:0x0009A6F8; // type:object size:0x13C
lbl_5_data_9A834 = .data:0x0009A834; // type:object size:0x1D4
lbl_5_data_9AA08 = .data:0x0009AA08; // type:object size:0x18
lbl_5_data_9AA20 = .data:0x0009AA20; // type:object size:0x38
lbl_5_data_9AA58 = .data:0x0009AA58; // type:object size:0x148
lbl_5_data_9ABA0 = .data:0x0009ABA0; // type:object size:0x1D4
lbl_5_data_9AD74 = .data:0x0009AD74; // type:object size:0x18
lbl_5_data_9AD8C = .data:0x0009AD8C; // type:object size:0x38
lbl_5_data_9ADC4 = .data:0x0009ADC4; // type:object size:0xCC
lbl_5_data_9AE90 = .data:0x0009AE90; // type:object size:0x12C
lbl_5_data_9AFBC = .data:0x0009AFBC; // type:object size:0x18
lbl_5_data_9AFD4 = .data:0x0009AFD4; // type:object size:0x38
lbl_5_data_9B00C = .data:0x0009B00C; // type:object size:0x2C4
lbl_5_data_9B2D0 = .data:0x0009B2D0; // type:object size:0x42C
lbl_5_data_9B6FC = .data:0x0009B6FC; // type:object size:0x18
lbl_5_data_9B714 = .data:0x0009B714; // type:object size:0x38
lbl_5_data_9B74C = .data:0x0009B74C; // type:object size:0x2C4
lbl_5_data_9BA10 = .data:0x0009BA10; // type:object size:0x42C
lbl_5_data_9BE3C = .data:0x0009BE3C; // type:object size:0x18
lbl_5_data_9BE54 = .data:0x0009BE54; // type:object size:0x38
lbl_5_data_9BE8C = .data:0x0009BE8C; // type:object size:0x74
lbl_5_data_9BF00 = .data:0x0009BF00; // type:object size:0x9C
lbl_5_data_9BF9C = .data:0x0009BF9C; // type:object size:0x18
lbl_5_data_9BFB4 = .data:0x0009BFB4; // type:object size:0x38
lbl_5_data_9BFEC = .data:0x0009BFEC; // type:object size:0x74
lbl_5_data_9C060 = .data:0x0009C060; // type:object size:0x9C
lbl_5_data_9C0FC = .data:0x0009C0FC; // type:object size:0x18
lbl_5_data_9C114 = .data:0x0009C114; // type:object size:0x38
lbl_5_data_9C14C = .data:0x0009C14C; // type:object size:0x84
lbl_5_data_9C1D0 = .data:0x0009C1D0; // type:object size:0x12C
lbl_5_data_9C2FC = .data:0x0009C2FC; // type:object size:0x18
lbl_5_data_9C314 = .data:0x0009C314; // type:object size:0x38
lbl_5_data_9C34C = .data:0x0009C34C; // type:object size:0x1A0
lbl_5_data_9C4EC = .data:0x0009C4EC; // type:object size:0x1EC
lbl_5_data_9C6D8 = .data:0x0009C6D8; // type:object size:0x18
lbl_5_data_9C6F0 = .data:0x0009C6F0; // type:object size:0x38
lbl_5_data_9C728 = .data:0x0009C728; // type:object size:0x37C
lbl_5_data_9CAA4 = .data:0x0009CAA4; // type:object size:0x414
lbl_5_data_9CEB8 = .data:0x0009CEB8; // type:object size:0x18
lbl_5_data_9CED0 = .data:0x0009CED0; // type:object size:0x38
lbl_5_data_9CF08 = .data:0x0009CF08; // type:object size:0x6C
lbl_5_data_9CF74 = .data:0x0009CF74; // type:object size:0x84
lbl_5_data_9CFF8 = .data:0x0009CFF8; // type:object size:0x18
lbl_5_data_9D010 = .data:0x0009D010; // type:object size:0x38
lbl_5_data_9D048 = .data:0x0009D048; // type:object size:0x30
lbl_5_data_9D078 = .data:0x0009D078; // type:object size:0x40
lbl_5_data_9D0B8 = .data:0x0009D0B8; // type:object size:0xC
lbl_5_data_9D0C4 = .data:0x0009D0C4; // type:object size:0x50
lbl_5_data_9D114 = .data:0x0009D114; // type:object size:0x50
